parking,rooms,info_card_type,bathrooms,balcony,title,floor,terrace,link,price,elevator,surface,heating,swimming_pool,air_conditioner
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en La Geltrú - Sant Jordi,,,/es/comprar/vivienda/vilanova-i-la-geltru/la-geltru-sant-jordi/176668434/d?from=list,306.000 €,,104 m²,,,
,2 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en A, Nord",,,/es/comprar/vivienda/vilanova-i-la-geltru/nord/165154462/d?from=list,102.000 €,,65 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en Molí de Vent,,,/es/comprar/vivienda/vilanova-i-la-geltru/moli-de-vent/176636582/d?from=list,375.000 €,,206 m²,,,
,2 habs.,re-CardPackMinimal-info,,,"Piso en venta en Del Llimonet, 19, Centre Vila",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria/177446668/d?from=list,286.670 €,,64 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Casa adosada en venta en Centre Vila,,,/es/comprar/vivienda/vilanova-i-la-geltru/centre-vila/177182439/d?from=list,1.036.300 €,,334 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Nord,1ª Planta,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-terraza-trastero-no-amueblado/165611826/d?from=list,192.850 €,,100 m²,,,
,2 habs.,re-CardPackMinimal-info,,,Apartamento en venta en Barri del Mar,,,/es/comprar/vivienda/vilanova-i-la-geltru/barri-del-mar/176635488/d?from=list,186.000 €,,113 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Pje Doctor Thebussem, Molí de Vent",,,/es/comprar/vivienda/vilanova-i-la-geltru/moli-de-vent/176603254/d?from=list,375.000 €,,206 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Fassina, Barri del Mar",2ª Planta,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/terraza/164311745/d?from=list,198.000 €,,88 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Sant Joan,2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/sant-joan/176154315/d?from=list,265.000 €,,130 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Del Llimonet, 19, Centre Vila",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177374338/d?from=list,274.890 €,Ascensor,64 m²,,,
,7 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en Santa Maria,,,/es/comprar/vivienda/vilanova-i-la-geltru/santa-maria/176635332/d?from=list,651.200 €,,740 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Fondo Somella,+15 Planta,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-terraza-amueblado/176221487/d?from=list,A consultar,,171 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en D'alexandre de Cabanyes, Ribes Roges",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-zona-comunitaria-piscina-amueblado-television/177048427/d?from=list,350.000 €,,82 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Correu, Centre Vila",3ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/centre-vila/176462320/d?from=list,138.500 €,,60 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Piso en venta en La Geltrú - Sant Jordi,2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-ascensor/176936601/d?from=list,279.000 €,Ascensor,124 m²,,,
Parking,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Barri del Mar,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-terraza-piscina-parking-no-amueblado/177331552/d?from=list,420.000 €,,102 m²,,,
,2 habs.,re-CardPackMinimal-info,,,Piso en venta en Barri del Mar,,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-zona-comunitaria-ascensor-piscina/177384063/d?from=list,368.500 €,Ascensor,105 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en La Geltrú - Sant Jordi,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-terraza-trastero/176757005/d?from=list,207.000 €,,63 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en De la Torre del Vallès, 78, La Collada - Sis Camins",3ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177490744/d?from=list,459.888 €,Ascensor,103 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Apartamento en venta en Cl Pere Riudor Nº 28 Esc.2 2º 1, Barri del Mar",,,/es/comprar/vivienda/vilanova-i-la-geltru/barri-del-mar/164986363/d?from=list,186.000 €,,113 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en L'Aragai,,,/es/comprar/vivienda/vilanova-i-la-geltru/l-aragai/176590310/d?from=list,599.000 €,,419 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Casa adosada en venta en Santa Maria,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-terraza-piscina/177029973/d?from=list,375.000 €,,205 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Doctor Fleming, Sant Joan",4ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/sant-joan/161495314/d?from=list,208.220 €,,125 m²,,,
,,re-CardPackMinimal-info,,,"Piso en venta en Del Llimonet, 19, Centre Vila",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177374339/d?from=list,175.980 €,Ascensor,42 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Meridional, Barri del Mar",,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion/177288606/d?from=list,237.800 €,,90 m²,Calefacción,,
,2 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Mas Tapet, Nord",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/terraza/165154438/d?from=list,128.000 €,,95 m²,,,
,2 habs.,re-CardPackMinimal-info,,,Casa adosada en venta en La Collada - Sis Camins,,,/es/comprar/vivienda/vilanova-i-la-geltru/la-collada-sis-camins/176635293/d?from=list,255.000 €,,168 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Fuensanta, Nord",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/terraza/177198127/d?from=list,72.000 €,,77 m²,,,
,6 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Urb. Santa María de Cubelles, Santa Maria",,,/es/comprar/vivienda/vilanova-i-la-geltru/santa-maria/164986869/d?from=list,651.200 €,,740 m²,,,
,,re-CardPackMinimal-info,,,"Piso en venta en De la Torre del Vallès, 78, La Collada - Sis Camins",3ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177490740/d?from=list,389.944 €,Ascensor,103 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en De la Torre del Vallès, 78, La Collada - Sis Camins",3ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177490739/d?from=list,479.695 €,Ascensor,127 m²,,,
,2 habs.,re-CardPackMinimal-info,,,"Piso en venta en Del Llimonet, 19, Centre Vila",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177446646/d?from=list,247.324 €,Ascensor,64 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en La Collada - Sis Camins,,,/es/comprar/vivienda/vilanova-i-la-geltru/la-collada-sis-camins/177292100/d?from=list,236.000 €,,176 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Casa adosada en venta en C/ García Lorca, La Collada - Sis Camins",,,/es/comprar/vivienda/vilanova-i-la-geltru/la-collada-sis-camins/176602072/d?from=list,255.000 €,,168 m²,,,
,,re-CardPackMinimal-info,,,"Piso en venta en C/ Bonaire, La Geltrú - Sant Jordi",,,/es/comprar/vivienda/vilanova-i-la-geltru/la-geltru-sant-jordi/165457604/d?from=list,95.700 €,,38 m²,,,
,,re-CardPackMinimal-info,,,"Piso en venta en De Les Casernes, 11, Centre Vila",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177365024/d?from=list,178.920 €,Ascensor,43 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Cl 15 D`agost ( Poligono 38 62) Nº 0, Nord",,,/es/comprar/vivienda/vilanova-i-la-geltru/nord/176595979/d?from=list,56.000 €,,65 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en D'alexandre de Cabanyes, Ribes Roges",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-zona-comunitaria-piscina-amueblado-television/177184767/d?from=list,350.000 €,,82 m²,,,
,,re-CardPackMinimal-info,,,"Piso en venta en De Les Casernes, 11, Centre Vila",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177372888/d?from=list,191.460 €,Ascensor,43 m²,,,
Parking,3 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en La Collada - Sis Camins,2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-terraza-parking/165268715/d?from=list,394.000 €,,209 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Molí de Vent,6ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/moli-de-vent/177104276/d?from=list,166.000 €,,80 m²,,,
,2 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en La Geltrú - Sant Jordi,,,/es/comprar/vivienda/vilanova-i-la-geltru/la-geltru-sant-jordi/176668764/d?from=list,230.000 €,,111 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Casa adosada en venta en La Collada - Sis Camins,,,/es/comprar/vivienda/vilanova-i-la-geltru/la-collada-sis-camins/176635868/d?from=list,276.400 €,,158 m²,,,
,,re-CardPackMinimal-info,,,Piso en venta en Nord,2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/nord/176221439/d?from=list,A consultar,,152 m²,,,
,,re-CardPackMinimal-info,,,"Piso en venta en De Les Casernes, 11, Centre Vila",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177365023/d?from=list,178.920 €,Ascensor,43 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Dúplex en venta en Miquel Guanse, Centre Vila",3ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-terraza-trastero-ascensor/176849243/d?from=list,249.000 €,Ascensor,125 m²,,,
Parking,4 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en Barri del Mar,4ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-terraza-parking/164965093/d?from=list,590.000 €,,197 m²,,,
,5 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en La Collada - Sis Camins,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-terraza-trastero-piscina/165591858/d?from=list,530.000 €,,256 m²,,,
,,re-CardPackMinimal-info,,,"Piso en venta en De Les Casernes, 11, Centre Vila",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177372798/d?from=list,205.000 €,Ascensor,44 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Piso en venta en Barri del Mar,4ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/ascensor/165554271/d?from=list,185.000 €,Ascensor,87 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer de la Boia, Barri del Mar",,,/es/comprar/vivienda/vilanova-i-la-geltru/ascensor/176374166/d?from=list,314.000 €,Ascensor,65 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Nord,,,/es/comprar/vivienda/vilanova-i-la-geltru/nord/162329463/d?from=list,192.850 €,,115 m²,,,
,2 habs.,re-CardPackMinimal-info,,,Piso en venta en Barri del Mar,,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor-piscina/177386184/d?from=list,258.500 €,Ascensor,73 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en De Les Casernes, 11, Centre Vila",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177446632/d?from=list,325.000 €,Ascensor,74 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en De Les Casernes, 11, Centre Vila",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177372810/d?from=list,325.000 €,Ascensor,74 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Avinguda de Francesc Macià, Sant Joan",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-terraza/165710558/d?from=list,215.000 €,,97 m²,,,Aire acondicionado
,2 habs.,re-CardPackMinimal-info,,,"Piso en venta en De L'economia, Centre Vila",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion/176706857/d?from=list,178.000 €,,85 m²,Calefacción,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en D'alexandre de Cabanyes, Ribes Roges",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-zona-comunitaria-piscina-amueblado-television/165674491/d?from=list,350.000 €,,82 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Casa adosada en venta en De la Collada, La Collada - Sis Camins",,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-trastero/176626620/d?from=list,290.550 €,,180 m²,Calefacción,,
,2 habs.,re-CardPackMinimal-info,,,Piso en venta en Barri del Mar,,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-zona-comunitaria-ascensor-piscina/177414508/d?from=list,368.500 €,Ascensor,105 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Carrer de L'oreneta, Nord",,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-jardin-trastero-piscina-no-amueblado/158248341/d?from=list,1.050.000 €,,353 m²,Calefacción,,
,4 habs.,re-CardPackMinimal-info,,,Piso en venta en La Collada - Sis Camins,,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-ascensor/177543450/d?from=list,399.379 €,Ascensor,119 m²,Calefacción,,
,3 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Avinguda Dels Sis Camins, La Collada - Sis Camins",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-terraza-trastero-patio/164476632/d?from=list,280.000 €,,153 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer de L'alosa, Nord",,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-zona-comunitaria-ascensor-piscina-parking-piscina/165265106/d?from=list,335.000 €,Ascensor,112 m²,,,
,2 habs.,re-CardPackMinimal-info,,,"Piso en venta en Sant Jordi, La Geltrú - Sant Jordi",,,/es/comprar/vivienda/vilanova-i-la-geltru/jardin/165636819/d?from=list,814.000 €,,90 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Piso en venta en Nord,3ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/ascensor-piscina/163166155/d?from=list,240.000 €,Ascensor,69 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Piso en venta en Sant Joan,4ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/sant-joan/176872713/d?from=list,208.220 €,,118 m²,,,
,2 habs.,re-CardPackMinimal-info,,,Piso en venta en La Geltrú - Sant Jordi,,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-trastero-patio/176490452/d?from=list,209.000 €,,78 m²,Calefacción,,Aire acondicionado
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Centre Vila,1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-trastero-amueblado/165333885/d?from=list,285.000 €,,155 m²,Calefacción,,
,4 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en La Collada - Sis Camins,,,/es/comprar/vivienda/vilanova-i-la-geltru/parking/176095360/d?from=list,276.400 €,,159 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Casa adosada en venta en Calle Miquel Guansé, Centre Vila",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-terraza-patio/176361112/d?from=list,495.000 €,,243 m²,,,
,,re-CardPackMinimal-info,,,Finca rústica en venta en Sant Joan,2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/parking-piscina/163499084/d?from=list,798.000 €,,220 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en La Geltrú - Sant Jordi,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/terraza-zona-comunitaria-ascensor/164338834/d?from=list,255.000 €,Ascensor,69 m²,,,
,5 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Carrer del Rossinyol, L'Aragai",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-jardin-terraza-trastero-patio-piscina-no-amueblado/176264821/d?from=list,599.000 €,,442 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Casa adosada en venta en Carrer de Domènech I Montaner, La Collada - Sis Camins",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-jardin-terraza/165161023/d?from=list,297.800 €,,169 m²,Calefacción,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Plaça Mediterrània, Barri del Mar",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-terraza-trastero-ascensor-parking/162526011/d?from=list,289.000 €,Ascensor,110 m²,,,
,,re-CardPackMinimal-info,,,"Estudio en venta en Carrer Prat, Prat de Vilanova",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-amueblado-parking/160728576/d?from=list,120.000 €,Ascensor,45 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Roses, Nord",,,/es/comprar/vivienda/vilanova-i-la-geltru/parking/157710017/d?from=list,230.000 €,,88 m²,,,
,5 habs.,re-CardPackMinimal-info,,,"Casa adosada en venta en Ventosa I Roig, La Geltrú - Sant Jordi",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-jardin-terraza/164832549/d?from=list,480.000 €,,240 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Avinguda Francesc Macia, Sant Joan",2ª Planta,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/terraza/163156167/d?from=list,215.000 €,,111 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Planta baja en venta en Centre Vila,,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion/177269973/d?from=list,220.000 €,,90 m²,Calefacción,,Aire acondicionado
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Centre Vila,1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion/164942248/d?from=list,199.000 €,,90 m²,Calefacción,,
,5 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Carrer del Rossinyol, 19, L'Aragai",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-jardin-terraza-trastero-piscina/164953678/d?from=list,599.000 €,,419 m²,,,
,,re-CardPackMinimal-info,,,Planta baja en venta en Barri del Mar,,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion/163821366/d?from=list,135.000 €,,42 m²,Calefacción,,Aire acondicionado
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer D'antoni Maria Alcover, Masia Nova -  Solicrup",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-parking-terraza-zona-comunitaria-ascensor-piscina/165005732/d?from=list,271.000 €,Ascensor,127 m²,,,
,2 habs.,re-CardPackMinimal-info,,,Piso en venta en La Geltrú - Sant Jordi,,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-no-amueblado/177297317/d?from=list,194.000 €,,105 m²,,,
,2 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer D'antoni Maria Alcover, Masia Nova -  Solicrup",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-parking-terraza-zona-comunitaria-ascensor-piscina/165461363/d?from=list,188.000 €,Ascensor,80 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer de la Torre D'enveja, Sant Joan",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-terraza-ascensor/177253728/d?from=list,210.000 €,Ascensor,92 m²,,,
,5 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Carretera de Vilanova I la Geltrú a L'arboç, Nord",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-jardin-terraza-trastero-patio-piscina-internet/176735660/d?from=list,280.000 €,,132 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Centre Vila,1ª Planta,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-terraza-no-amueblado/164162958/d?from=list,199.000 €,,85 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Centre Vila,1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-terraza-ascensor/163162220/d?from=list,212.800 €,Ascensor,85 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer D'el Greco, Sant Joan",3ª Planta,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-terraza/165178428/d?from=list,169.500 €,,100 m²,,,
,2 habs.,re-CardPackMinimal-info,,,Piso en venta en Prat de Vilanova,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/jardin-terraza-amueblado/176839701/d?from=list,175.000 €,,50 m²,,,
,2 habs.,re-CardPackMinimal-info,,,"Casa adosada en venta en Rambla del Castell, La Geltrú - Sant Jordi",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-parking-terraza-trastero/176916939/d?from=list,298.000 €,,200 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Salvador Sama, Sant Joan",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-terraza-trastero-patio/177155255/d?from=list,259.000 €,,70 m²,,,
,2 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer de L'aigua, Centre Vila",,,/es/comprar/vivienda/vilanova-i-la-geltru/centre-vila/157186205/d?from=list,149.990 €,,50 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer de Les Canàries, Barri del Mar",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/barri-del-mar/160976543/d?from=list,195.000 €,,70 m²,,,
,,re-CardPackMinimal-info,,,Casa o chalet en venta en Nord,,,/es/comprar/vivienda/vilanova-i-la-geltru/nord/176684960/d?from=list,105.000 €,,55 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en C/ de la Oreneta, L'Aragai",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-terraza/165747661/d?from=list,188.900 €,,104 m²,,,Aire acondicionado
Parking,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Isaac Peral, Ribes Roges",3ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-terraza-parking/164945250/d?from=list,299.000 €,,100 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Aragon, L'Aragai",3ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/l-aragai/164545567/d?from=list,115.000 €,,65 m²,,,
,2 habs.,re-CardPackMinimal-info,,,"Apartamento en venta en Carrer de la Nansa, Prat de Vilanova",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/terraza/177199651/d?from=list,146.000 €,,60 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Barri del Mar,2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/barri-del-mar/165519649/d?from=list,492.000 €,,124 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en Nord,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-jardin-terraza-patio/176564805/d?from=list,195.000 €,,114 m²,Calefacción,,
Parking,2 habs.,re-CardPackMinimal-info,,,Piso en venta en Prat de Vilanova,3ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-jardin-terraza-parking/176839719/d?from=list,146.000 €,,60 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en Centre Vila,,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-jardin-no-amueblado/176352453/d?from=list,155.000 €,,70 m²,,,Aire acondicionado
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Barri del Mar,,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-patio-piscina-piscina/161222423/d?from=list,235.400 €,Ascensor,77 m²,,,
,2 habs.,re-CardPackMinimal-info,,,Piso en venta en Nord,,,/es/comprar/vivienda/vilanova-i-la-geltru/nord/176983294/d?from=list,135.000 €,,65 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer de Tarragona, Centre Vila",4ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-trastero-ascensor-parking/165123866/d?from=list,290.000 €,Ascensor,117 m²,,,
,2 habs.,re-CardPackMinimal-info,,,"Piso en venta en Sant Roc, Centre Vila",,,/es/comprar/vivienda/vilanova-i-la-geltru/centre-vila/163069282/d?from=list,110.000 €,,92 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en C/ Dels Paradals, L'Aragai",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-terraza/165747674/d?from=list,183.400 €,,105 m²,Calefacción,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Centre Vila,3ª Planta,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-terraza/176337448/d?from=list,125.000 €,,57 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en Nord,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/terraza/165434430/d?from=list,159.000 €,,90 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Casa adosada en venta en Fondo Somella,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-jardin-terraza-trastero/155185546/d?from=list,258.000 €,,177 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Camí de la Masia en Frederic, Nord",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-terraza-ascensor-se-aceptan-mascotas-internet/177294576/d?from=list,275.000 €,Ascensor,80 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Apartamento en venta en Carrer de la Torre D'enveja, 11, Sant Joan",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-ascensor/177381440/d?from=list,210.000 €,Ascensor,90 m²,,,
