parking,rooms,info_card_type,bathrooms,balcony,title,floor,terrace,link,price,elevator,surface,heating,swimming_pool,air_conditioner
,4 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en Centre Vila,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-terraza-trastero/164424061/d?from=list,320.000 €,,234 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Bruc, Sant Joan",3ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion/176491356/d?from=list,168.000 €,,106 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en Santa Maria,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-jardin-terraza-trastero-piscina/163641708/d?from=list,425.000 €,,265 m²,,,
Parking,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer de Pelegrí Ballester, Sant Joan",,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-terraza-ascensor-parking/164099441/d?from=list,345.000 €,Ascensor,152 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en L'Aragai,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-jardin-terraza-piscina-piscina/155422569/d?from=list,950.000 €,,350 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Economia, Centre Vila",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion/163905298/d?from=list,199.000 €,,85 m²,,,
,2 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer del Carlets, Barri del Mar",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-terraza/177127817/d?from=list,270.000 €,,75 m²,,,
,2 habs.,re-CardPackMinimal-info,,,"Apartamento en venta en Calle Carrer de Les Casernes, 11, Centre Vila",2ª Planta,,/es/comprar/vivienda/obra-nueva/vilanova-i-la-geltru/19877526/163864292?from=list,261.970 €,Ascensor,59 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Apartamento en venta en Calle Carrer de Les Casernes, 11, Centre Vila",1ª Planta,,/es/comprar/vivienda/obra-nueva/vilanova-i-la-geltru/19877526/163864269?from=list,320.200 €,Ascensor,74 m²,,,
,,re-CardPackMinimal-info,,,"Loft en venta en Carrer Bailén, 55, Sant Joan",,,/es/comprar/vivienda/vilanova-i-la-geltru/sant-joan/155716730/d?from=list,65.000 €,,65 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Casa adosada en venta en Carrer Aneto, 23, La Collada - Sis Camins",,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-jardin-amueblado/176502761/d?from=list,365.000 €,,199 m²,Calefacción,,Aire acondicionado
,4 habs.,re-CardPackMinimal-info,,,"Casa adosada en venta en Carrer de la Podadora, 26, Fondo Somella",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-jardin-terraza-piscina/176535661/d?from=list,349.000 €,,184 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Dúplex en venta en Carrer de Sant Pius X, Sant Joan",,,/es/comprar/vivienda/vilanova-i-la-geltru/sant-joan/162903489/d?from=list,372.000 €,,135 m²,,,
,2 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer de L'economia, Centre Vila",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado/164104445/d?from=list,178.000 €,,80 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer de Sant Josep, 13, Centre Vila",,,/es/comprar/vivienda/vilanova-i-la-geltru/trastero/177551039/d?from=list,165.000 €,,68 m²,,,
,2 habs.,re-CardPackMinimal-info,,,Ático en venta en Barri del Mar,3ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-trastero-ascensor-piscina-no-amueblado/160164405/d?from=list,430.000 €,Ascensor,64 m²,,,
,2 habs.,re-CardPackMinimal-info,,,Piso en venta en Barri del Mar,2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-trastero-ascensor-piscina-no-amueblado/160165246/d?from=list,360.000 €,Ascensor,64 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Barri del Mar,1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-trastero-ascensor-piscina-no-amueblado/160165273/d?from=list,475.000 €,Ascensor,89 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Barri del Mar,2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-trastero-ascensor-piscina-no-amueblado/160165310/d?from=list,495.000 €,Ascensor,89 m²,,,
,5 habs.,re-CardPackMinimal-info,,,Casa adosada en venta en Molí de Vent,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-jardin-terraza-piscina-no-amueblado/177241145/d?from=list,545.000 €,,202 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Casa adosada en venta en Carrer de la Torre D'enveja, Molí de Vent",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-terraza-no-amueblado/165439195/d?from=list,430.000 €,,271 m²,Calefacción,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Sant Joan,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-terraza-trastero-ascensor/177498154/d?from=list,200.000 €,Ascensor,76 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer de L'arquitecte Gaudí, Sant Joan",3ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-ascensor-no-amueblado/164811726/d?from=list,189.000 €,Ascensor,81 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Finca rústica en venta en Nord,,,/es/comprar/vivienda/vilanova-i-la-geltru/parking-jardin-trastero-patio/152104827/d?from=list,230.000 €,,113 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Albert Einstein, La Collada - Sis Camins",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-terraza-patio/159471476/d?from=list,280.000 €,,147 m²,,,
,2 habs.,re-CardPackMinimal-info,,,Piso en venta en Barri del Mar,1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-trastero-ascensor/165359201/d?from=list,260.000 €,Ascensor,123 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Barri del Mar,2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-ascensor/163552879/d?from=list,375.000 €,Ascensor,75 m²,,,
Parking,,re-CardPackMinimal-info,,,"Apartamento en venta en Carrer de la Nansa, Prat de Vilanova",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-terraza-zona-comunitaria-parking/162877728/d?from=list,115.000 €,,60 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Sant Joan,5ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/parking-ascensor/176335760/d?from=list,207.000 €,Ascensor,71 m²,,,
,5 habs.,re-CardPackMinimal-info,,,Finca rústica en venta en Nord,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-jardin-terraza-trastero-piscina-se-aceptan-mascotas-no-amueblado/176731783/d?from=list,280.000 €,,132 m²,,,
Parking,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer D'alexandre de Cabanyes, Ribes Roges",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-zona-comunitaria-parking-piscina-no-amueblado/176488265/d?from=list,350.000 €,,82 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Passatge de L'alosa, L'Aragai",,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-zona-comunitaria-ascensor-piscina/165265611/d?from=list,325.000 €,Ascensor,99 m²,,,
,5 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Carrer de L'oreneta, L'Aragai",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-piscina-no-amueblado/165046815/d?from=list,970.000 €,,496 m²,,,
,2 habs.,re-CardPackMinimal-info,,,"Piso en venta en Calle Sant Antoni, Centre Vila",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/parking/165004080/d?from=list,155.000 €,,76 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en De Bilbao, La Geltrú - Sant Jordi",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/amueblado/177239858/d?from=list,205.000 €,,113 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Avinguda de Cubelles, Sant Joan",,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-trastero-ascensor/177493160/d?from=list,200.000 €,Ascensor,64 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Piso en venta en La Geltrú - Sant Jordi,4ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-terraza-ascensor/177489049/d?from=list,264.500 €,Ascensor,130 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Carrer de la Llibertat, Barri del Mar",,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-trastero-patio/177467989/d?from=list,295.000 €,,230 m²,Calefacción,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Avinguda de Jaume Balmes, Sant Joan",4ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/ascensor-internet-no-amueblado/177442869/d?from=list,199.500 €,Ascensor,63 m²,,,
,5 habs.,re-CardPackMinimal-info,,,"Piso en venta en Sant Antoni, Centre Vila",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/terraza-no-amueblado/162741301/d?from=list,429.000 €,,258 m²,,,
,,re-CardPackMinimal-info,,,"Piso en venta en Carrer de Josep Coroleu, 48, Sant Joan",4ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/sant-joan/177433185/d?from=list,89.000 €,,57 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Centre Vila,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-terraza-ascensor-piscina/177414241/d?from=list,258.500 €,Ascensor,89 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en Santa Maria,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-jardin-terraza-trastero-piscina/164375258/d?from=list,425.000 €,,260 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Planta baja en venta en Sant Joan,,,/es/comprar/vivienda/vilanova-i-la-geltru/ascensor-internet/165542335/d?from=list,320.000 €,Ascensor,130 m²,,,
Parking,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer del Pallars, Nord",,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-ascensor-parking/177306771/d?from=list,205.000 €,Ascensor,86 m²,,,
,2 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer de Mallorca, Nord",,,/es/comprar/vivienda/vilanova-i-la-geltru/nord/177270055/d?from=list,135.000 €,,60 m²,,,
,,re-CardPackMinimal-info,,,Planta baja en venta en Centre Vila,,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-ascensor-patio-piscina/164175046/d?from=list,196.185 €,Ascensor,47 m²,Calefacción,,
,5 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Carrer de L'aigua, Sant Joan",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/terraza/164864568/d?from=list,210.000 €,,266 m²,,,
,6 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Santa Anna, Centre Vila",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/terraza-patio/177054708/d?from=list,220.000 €,,215 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer del Parlament, Centre Vila",,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion/163171762/d?from=list,230.000 €,,100 m²,Calefacción,,
,4 habs.,re-CardPackMinimal-info,,,"Casa adosada en venta en Carrer de la Muralla, La Geltrú - Sant Jordi",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-terraza-trastero/176500451/d?from=list,407.000 €,,270 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Rambla de Pep Ventura, Nord",5ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-terraza-trastero-zona-comunitaria-ascensor-parking-piscina/165258662/d?from=list,295.000 €,Ascensor,84 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Francesc Macia, Molí de Vent",7ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-ascensor/177175737/d?from=list,180.000 €,Ascensor,79 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Casa adosada en venta en Molí de Vent,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-terraza-trastero-patio-no-amueblado/164607559/d?from=list,450.000 €,,406 m²,Calefacción,,
,4 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en La Collada - Sis Camins,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-jardin-terraza-piscina-no-amueblado/164850480/d?from=list,628.000 €,,293 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Casa adosada en venta en Masia Nova -  Solicrup,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-terraza/177544821/d?from=list,320.000 €,,178 m²,Calefacción,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Canigo, Sant Joan",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-ascensor/177505452/d?from=list,324.999 €,Ascensor,105 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Piso en venta en Centre Vila,2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-ascensor/177265893/d?from=list,399.000 €,Ascensor,148 m²,,,
,,re-CardPackMinimal-info,,,"Piso en venta en Del Llimonet, 19, Centre Vila",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177446670/d?from=list,196.245 €,Ascensor,44 m²,,,
,2 habs.,re-CardPackMinimal-info,,,"Piso en venta en Del Llimonet, 19, Centre Vila",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177446667/d?from=list,235.335 €,Ascensor,43 m²,,,
,,re-CardPackMinimal-info,,,"Piso en venta en De Les Casernes, 11, Centre Vila",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177446634/d?from=list,205.000 €,Ascensor,44 m²,,,
,,re-CardPackMinimal-info,,,"Piso en venta en De Les Casernes, 11, Centre Vila",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177446633/d?from=list,191.790 €,Ascensor,43 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Raval de la Pastera, Centre Vila",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-terraza-ascensor/177105451/d?from=list,244.999 €,Ascensor,97 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Raval de la Pastera, Centre Vila",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-terraza-ascensor/176973196/d?from=list,244.999 €,Ascensor,97 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Olerdola, Molí de Vent",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-terraza-ascensor/177380437/d?from=list,420.000 €,Ascensor,124 m²,,,
,,re-CardPackMinimal-info,,,"Piso en venta en Del Llimonet, 19, Centre Vila",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177376315/d?from=list,186.900 €,Ascensor,42 m²,,,
,,re-CardPackMinimal-info,,,"Piso en venta en De Les Casernes, 11, Centre Vila",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177372871/d?from=list,191.790 €,Ascensor,43 m²,,,
,,re-CardPackMinimal-info,,,"Piso en venta en De Les Casernes, 11, Centre Vila",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/zona-comunitaria-ascensor/177365017/d?from=list,157.990 €,Ascensor,44 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Casa adosada en venta en La Collada - Sis Camins,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-jardin-terraza-trastero/176957477/d?from=list,280.000 €,,159 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Francesc Macia, Molí de Vent",7ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/ascensor/177253341/d?from=list,180.000 €,Ascensor,74 m²,,,
,2 habs.,re-CardPackMinimal-info,,,Piso en venta en La Geltrú - Sant Jordi,3ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-ascensor-parking/176506784/d?from=list,242.000 €,Ascensor,80 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en De la Mediterrània, Barri del Mar",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-trastero-ascensor/176700258/d?from=list,289.000 €,Ascensor,110 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en La Geltrú - Sant Jordi,1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion/177192892/d?from=list,150.000 €,,80 m²,Calefacción,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Barri del Mar,2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-ascensor/165699291/d?from=list,375.000 €,Ascensor,86 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Piso en venta en Centre Vila,1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/terraza-ascensor/163161807/d?from=list,479.500 €,Ascensor,138 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Sant Pere, Centre Vila",3ª Planta,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/terraza/165741920/d?from=list,175.000 €,,78 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Casa adosada en venta en Molí de Vent,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-patio/176268998/d?from=list,445.000 €,,271 m²,,,
,5 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Poligono, Barri del Mar",,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-jardin-piscina/163839862/d?from=list,5.200.000 €,,290 m²,Calefacción,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Avenida la Collada, La Collada - Sis Camins",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor-piscina/162713082/d?from=list,325.000 €,Ascensor,110 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Molí de Vent,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/terraza-ascensor/177172808/d?from=list,180.000 €,Ascensor,74 m²,,,
,5 habs.,re-CardPackMinimal-info,,,Finca rústica en venta en Nord,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-parking-jardin-terraza-trastero-piscina/176751625/d?from=list,279.000 €,,203 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Piso en venta en Barri del Mar,1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-terraza-trastero-ascensor/164315614/d?from=list,289.000 €,Ascensor,110 m²,,,
,,re-CardPackMinimal-info,,,"Finca rústica en venta en Camí Dels Avellaners, 24, Nord",,,/es/comprar/vivienda/vilanova-i-la-geltru/parking-jardin-patio-piscina-amueblado/176286324/d?from=list,134.000 €,,75 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en La Geltrú - Sant Jordi,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-terraza-patio/163715375/d?from=list,230.000 €,,110 m²,Calefacción,,
,5 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carrer de Sant Antoni, Centre Vila",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/centre-vila/162174275/d?from=list,429.000 €,,258 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en D'alexandre de Cabanyes, Ribes Roges",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-zona-comunitaria-piscina-amueblado-television/165701087/d?from=list,350.000 €,,82 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Piso en venta en Barri del Mar,4ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/terraza-trastero-ascensor-no-amueblado/164687603/d?from=list,290.000 €,Ascensor,100 m²,,,
,5 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en Barri del Mar,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-jardin-terraza-patio-piscina-no-amueblado/162165781/d?from=list,2.800.000 €,,401 m²,,,
,2 habs.,re-CardPackMinimal-info,,,Piso en venta en Barri del Mar,2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-trastero-ascensor-piscina-no-amueblado/162070963/d?from=list,400.000 €,Ascensor,63 m²,,,
,2 habs.,re-CardPackMinimal-info,,,"Piso en venta en Arago, Nord",,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado/177535167/d?from=list,105.000 €,,61 m²,,,Aire acondicionado
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en D'alexandre de Cabanyes, Ribes Roges",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-zona-comunitaria-piscina-amueblado-television/176141476/d?from=list,350.000 €,,82 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en La Collada - Sis Camins,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-terraza-trastero/177491097/d?from=list,440.000 €,,203 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Domenech I Montaner, La Collada - Sis Camins",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/terraza/165518309/d?from=list,297.800 €,,138 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Domenech I Montaner, La Collada - Sis Camins",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/terraza/176725183/d?from=list,297.800 €,,138 m²,,,
,,re-CardPackMinimal-info,,,"Piso en venta en Carrer del Llimonet, Centre Vila",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-parking-se-aceptan-mascotas-piscina-no-amueblado/177374827/d?from=list,175.980 €,Ascensor,42 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Josep Coroleu, Sant Joan",2ª Planta,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-terraza/161916946/d?from=list,213.000 €,,98 m²,,,
,,re-CardPackMinimal-info,,,"Piso en venta en Sant Jordi, 28, La Geltrú - Sant Jordi",,,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-trastero-ascensor/161854651/d?from=list,150.000 €,Ascensor,59 m²,,,
,3 habs.,re-CardPackMinimal-info,,,Piso en venta en Molí de Vent,,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-ascensor/177295410/d?from=list,147.000 €,Ascensor,80 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Casa adosada en venta en La Collada - Sis Camins,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-terraza-trastero/176559769/d?from=list,368.000 €,,204 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Carme, Barri del Mar",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/ascensor-se-aceptan-mascotas-no-amueblado/177203271/d?from=list,375.000 €,Ascensor,86 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Eduard Toldrà, La Geltrú - Sant Jordi",,,/es/comprar/vivienda/vilanova-i-la-geltru/la-geltru-sant-jordi/176677556/d?from=list,110.000 €,,63 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Piso en venta en Alexandre de Cabanyes, Ribes Roges",1ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/parking-piscina/165688191/d?from=list,350.000 €,,82 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Doctor Fleming, Sant Joan",4ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado/176200276/d?from=list,208.220 €,,117 m²,,,
,7 habs.,re-CardPackMinimal-info,,,Casa o chalet en venta en L'Aragai,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-patio-piscina/176348930/d?from=list,970.000 €,,514 m²,,,
,5 habs.,re-CardPackMinimal-info,,,Finca rústica en venta en Nord,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-jardin-terraza-patio-piscina/163743906/d?from=list,279.000 €,,254 m²,,,
,4 habs.,re-CardPackMinimal-info,,,Piso en venta en La Collada - Sis Camins,3ª Planta,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking-terraza-trastero-amueblado/165167088/d?from=list,340.000 €,,223 m²,,,
,3 habs.,re-CardPackMinimal-info,,,"Casa adosada en venta en Agricultura, Fondo Somella",,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/calefaccion-parking-jardin-terraza/176262532/d?from=list,295.000 €,,120 m²,Calefacción,,
,5 habs.,re-CardPackMinimal-info,,,"Casa o chalet en venta en Carrer del Pi, Nord",,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-parking/162661170/d?from=list,290.000 €,,140 m²,Calefacción,,
,2 habs.,re-CardPackMinimal-info,,,Piso en venta en La Geltrú - Sant Jordi,,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-terraza-ascensor/176141897/d?from=list,265.000 €,Ascensor,76 m²,,,
,4 habs.,re-CardPackMinimal-info,,,"Piso en venta en Avinguda Jaume Balmes, Sant Joan",2ª Planta,,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-terraza-ascensor/164136445/d?from=list,275.000 €,Ascensor,130 m²,,,
,2 habs.,re-CardPackMinimal-info,,,Piso en venta en Centre Vila,1ª Planta,Terraza,/es/comprar/vivienda/vilanova-i-la-geltru/aire-acondicionado-calefaccion-terraza/164162204/d?from=list,178.000 €,,85 m²,,,
